RfamID	CMname	Description	NumHairpins	Categories
RF01644	ceN59	C._elegans_snoRNA_ceN59	2	Gene;snRNA;snoRNA;HACA-box;
RF01645	ceN58	C._elegans_snoRNA_ceN58	2	Gene;snRNA;snoRNA;HACA-box;
RF01646	ceN63	C._elegans_snoRNA_ceN63	1	Gene;snRNA;snoRNA;CD-box;
RF01647	ceN61	C._elegans_snoRNA_ceN61	1	Gene;snRNA;snoRNA;CD-box;
RF01648	ceN65	C._elegans_snoRNA_ceN65	1	Gene;snRNA;snoRNA;CD-box;
RF01649	ceN67	C._elegans_snoRNA_ceN67	2	Gene;snRNA;snoRNA;HACA-box;
RF01650	ceN68	C._elegans_snoRNA_ceN48	2	Gene;snRNA;snoRNA;HACA-box;
RF01651	ceN69	C._elegans_snoRNA_ceN69	1	Gene;snRNA;snoRNA;CD-box;
RF01652	ceN70	C._elegans_snoRNA_ceN70	1	Gene;snRNA;snoRNA;CD-box;
RF01653	ceN80	C._elegans_snoRNA_ceN80	2	Gene;snRNA;snoRNA;HACA-box;
RF01654	ceN82	C._elegans_snoRNA_ceN82	2	Gene;snRNA;snoRNA;HACA-box;
RF01655	ceN84	C._elegans_snoRNA_ceN84	2	Gene;snRNA;snoRNA;HACA-box;
RF01656	ceN72-3	C._elegans_sRNA_ceN72-3	3	Gene;sRNA;
RF01657	ceN74-2	C._elegans_sRNA_ceN74-2	1	Gene;sRNA;
RF01658	ceN81	C._elegans_snoRNA_ceN81	2	Gene;snRNA;snoRNA;HACA-box;
RF01659	ceN86	C._elegans_snoRNA_ceN86	2	Gene;snRNA;snoRNA;CD-box;
RF01660	ceN88	C._elegans_snoRNA_ceN88	3	Gene;snRNA;snoRNA;CD-box;
RF01661	ceN92	C._elegans_snoRNA_ceN92	2	Gene;snRNA;snoRNA;HACA-box;
RF01662	ceN89	C._elegans_snoRNA_ceN89	1	Gene;snRNA;snoRNA;CD-box;
RF01663	ceN93	C._elegans_sRNA_ceN93	2	Gene;sRNA;
RF01664	ceN101	C._elegans_snoRNA_ceN101	2	Gene;snRNA;snoRNA;HACA-box;
RF01665	P13	Pseudomonas_sRNA_P13	3	Gene;sRNA;
RF01666	rox2	Drosophila_rox2_ncRNA	1	Cis-reg;
RF01667	rox1	Drosophila_rox1_ncRNA	1	Cis-reg;
RF01668	P10	Pseudomonas_sRNA_P10	2	Gene;sRNA;
RF01669	P14	Pseudomonas_sRNA_P14	3	Gene;sRNA;
RF01670	P17	Pseudomonas_sRNA_P17	7	Gene;sRNA;
RF01671	P18	Pseudomonas_sRNA_P18	3	Gene;sRNA;
RF01672	P2	Psudomonas_sRNA_P2	3	Gene;sRNA;
RF01673	P20	Pseudomonas_sRNA_P20	6	Gene;sRNA;
RF01674	P27	Pseudomonas_sRNA_P27	4	Gene;sRNA;
RF01675	P29	Pseudomonas_sRNA_P29	5	Gene;sRNA;
RF01676	P31	Pseudomonas_sRNA_P31	2	Gene;sRNA;
RF01677	P35	Pseudomonas_sRNA_P35	2	Gene;sRNA;
RF01678	P37	Pseudomonas_sRNA_P37	2	Gene;sRNA;
RF01679	P36	Pseudomonas_sRNA_P36	2	Gene;sRNA;
RF01680	P5	Pseudomonas_sRNA_P5	3	Gene;sRNA;
RF01681	P4	Pseudomonas_sRNA_P4	4	Gene;sRNA;
RF01682	P8	Pseudomonas_sRNA_P8	2	Gene;sRNA;
RF01683	P6	Pseudomonas_sRNA_P6	9	Gene;sRNA;
RF01684	mascRNA-menRNA	MALAT1-associated_small_cytoplasmic_RNA/MEN_beta_RNA	3	Gene;sRNA;
RF01685	6S-Flavo	6S-Flavo_RNA	1	Gene;sRNA;
RF01686	Acido-1	Acido-1_RNA	2	Gene;sRNA;
RF01687	Acido-Lenti-1	Acido-Lenti-1_RNA	2	Gene;sRNA;
RF01688	Actino-pnp	Actino-pnp_RNA	1	Cis-reg;
RF01689	AdoCbl-variant	AdoCbl_variant_RNA	4	Cis-reg;riboswitch;
RF01690	Bacillaceae-1	Bacillaceae-1_RNA	2	Gene;sRNA;
RF01691	Bacillus-plasmid	Bacillus-plasmid_RNA	1	Gene;sRNA;
RF01692	Bacteroid-trp	Bacteroidete_tryptophan_peptide_leader_RNA	1	Cis-reg;
RF01693	Bacteroidales-1	Bacteroidales-1_RNA	2	Gene;sRNA;
RF01694	Bacteroides-1	Bacteroides-1_RNA	2	Gene;sRNA;
RF01695	C4	C4_antisense_RNA	2	Gene;antisense;
RF01696	Chlorobi-1	Chlorobi-1_RNA	2	Gene;sRNA;
RF01697	Chlorobi-RRM	Chlorobi-RRM_RNA	2	Cis-reg;
RF01698	Chloroflexi-1	Chloroflexi-1_RNA	2	Gene;sRNA;
RF01699	Clostridiales-1	Clostridiales-1_RNA	3	Gene;sRNA;
RF01700	Collinsella-1	Collinsella-1_RNA	4	Gene;sRNA;
RF01701	Cyano-1	Cyano-1_RNA	1	Gene;sRNA;
RF01702	Cyano-2	Cyano-2_RNA	3	Gene;sRNA;
RF01703	Dictyoglomi-1	Dictyoglomi-1_RNA	2	Gene;sRNA;
RF01704	Downstream-peptide	Downstream_peptide_RNA	2	Cis-reg;
RF01705	Flavo-1	Flavo-1_RNA	1	Gene;sRNA;
RF01706	Gut-1	Gut-1_RNA	3	Gene;sRNA;
RF01707	JUMPstart	JUMPstart_RNA	1	Cis-reg;
RF01708	L17DE	L17_ribosomal_protein_downstream_element	2	Cis-reg;
RF01709	Lacto-rpoB	Lacto-rpoB_RNA	1	Cis-reg;
RF01710	Lacto-usp	Lacto-usp_RNA	1	Gene;sRNA;
RF01711	Lnt	Lnt_RNA	1	Cis-reg;
RF01712	Methylobacterium-1	Methylobacterium-1_RNA	3	Gene;sRNA;
RF01713	Moco-II	Moco-II_RNA	1	Cis-reg;
RF01714	Ocean-V	Ocean-V_RNA	2	Gene;sRNA;
RF01715	Pedo-repair	Pedo-repair_RNA	3	Cis-reg;
RF01716	PhotoRC-I	PhotoRC-I_RNA	2	Cis-reg;
RF01717	PhotoRC-II	PhotoRC-II_RNA	2	Cis-reg;
RF01718	Polynucleobacter-1	Polynucleobacter-1_RNA	5	Gene;sRNA;
RF01719	Pseudomon-1	Pseudomon-1_RNA	2	Gene;sRNA;
RF01720	Pseudomon-Rho	Pseudomon-Rho_RNA	2	Cis-reg;
RF01721	Pseudomon-groES	Pseudomon-groES_RNA	5	Cis-reg;
RF01722	Pyrobac-1	Pyrobac-1_RNA	1	Gene;sRNA;
RF01723	Rhizobiales-2	Rhizobiales-2_RNA	3	Gene;sRNA;
RF01724	SAM-Chlorobi	SAM-Chlorobi_RNA	2	Cis-reg;
RF01725	SAM-I-IV-variant	SAM-I/IV_variant_riboswitch	4	Cis-reg;riboswitch;
RF01726	SAM-II_long_loops	SAM-II_long_loops	1	Cis-reg;
RF01727	SAM-SAH	SAM/SAH_riboswitch	1	Cis-reg;riboswitch;
RF01728	STAXI	STAXI_RNA	4	Gene;sRNA;
RF01729	Termite-flg	Termite-flg_RNA	2	Cis-reg;
RF01730	Termite-leu	Termite-leu_RNA	2	Cis-reg;
RF01731	TwoAYGGAY	TwoAYGGAY_RNA	2	Cis-reg;
RF01732	asd	asd_RNA	6	Gene;sRNA;
RF01733	atoC	atoC_RNA	2	Cis-reg;
RF01734	crcB	crcB_RNA	2	Cis-reg;
RF01735	epsC	epsC_RNA	4	Cis-reg;
RF01736	flg-Rhizobiales	flg-Rhizobiales_RNA	3	Cis-reg;
RF01737	flpD	flpD_RNA	1	Cis-reg;
RF01738	gabT	gabT_RNA	1	Cis-reg;
RF01739	glnA	glnA_RNA	2	Cis-reg;
RF01740	gyrA	gyrA_RNA	2	Cis-reg;
RF01741	hopC	hopC_RNA	1	Cis-reg;
RF01742	lactis-plasmid	lactis-plasmid_RNA	2	Gene;sRNA;
RF01743	leu-phe_leader	leu/phe_leader_RNA_from_Lactococcus_lactis	3	Cis-reg;
RF01744	livK	livK_RNA	2	Cis-reg;
RF01745	manA	manA_RNA	9	Cis-reg;
RF01746	mraW	mraW_RNA	1	Cis-reg;
RF01747	msiK	msiK_RNA	1	Cis-reg;
RF01748	nuoG	nuoG_RNA	1	Cis-reg;
RF01749	pan	pan_motif	2	Cis-reg;
RF01750	pfl	pfl_RNA	4	Cis-reg;
RF01751	potC	potC_RNA	1	Cis-reg;
RF01752	psaA	psaA_RNA	4	Cis-reg;
RF01753	psbNH	psbNH_RNA	1	Cis-reg;
RF01754	radC	radC_RNA	4	Cis-reg;
RF01755	rmf	rmf_RNA	4	Cis-reg;
RF01756	rne-II	rne-II_RNA	8	Cis-reg;
RF01757	sbcD	sbcD_RNA	5	Gene;sRNA;
RF01758	sucA-II	sucA-II_RNA	4	Cis-reg;
RF01759	sucC	sucC_RNA	1	Cis-reg;
RF01760	traJ-II	traJ-II_RNA	2	Cis-reg;
RF01761	wcaG	wcaG_RNA	3	Cis-reg;
RF01762	whalefall-1	Whalefall-1_RNA	2	Gene;sRNA;
RF01763	ykkC-III	ykkC-III_RNA	2	Cis-reg;
RF01764	yjdF	yjdF_RNA	3	Cis-reg;
RF01765	srg1	srg1	10	Gene;
RF01766	cspA	cspA_thermoregulator	10	Cis-reg;thermoregulator;
RF01767	SMK_box_riboswitch	SMK_box_translational_riboswitch	2	Cis-reg;riboswitch;
RF01768	flavi_FSE	ribosomal_frameshift_site	1	Cis-reg;
RF01769	greA	Enterobacteria_greA_leader	4	Gene;
RF01770	rimP	Enterobacteria_rnk_leader	2	Gene;
RF01771	rnk_leader	Enterobacteria_rnk_leader	2	Gene;
RF01772	rnk_pseudo	Pseudomonas_rnk_leader	2	Gene;
RF01773	rpsL_psuedo	Pseudomonas_rpsL_leader	4	Gene;
RF01774	rpsL_ricks	Rickettsia_rpsL_leader	3	Gene;
RF01775	RsaOG	RNA_S.aureus_Orsay_G	2	Gene;sRNA;
RF01776	RatA	RNA_anti-toxin_A	2	Gene;
RF01778	Evf-2_5p	Embryonic_ventral_forebrain-2_long_ncRNA	3	Gene;
RF01779	AS1726	AS1726_sRNA	2	Gene;
RF01780	AS1890	AS1890_sRNA	1	Gene;
RF01781	ASdes	ASdes_TB_sRNA	0	Gene;sRNA;
RF01782	ASpks	ASpks_TB_sRNA	0	Gene;sRNA;
RF01783	b55	M._tuberculosis_B11	0	Gene;sRNA;
RF01784	bablM	bablM_sRNA	0	Gene;sRNA;
RF01785	blv_FSE	ribosomal_frameshift_site	0	Cis-reg;
RF01786	c-di-GMP-II	Cyclic_di-GMP-II_riboswitch	0	Cis-reg;riboswitch;
RF01787	drz-agam-1	drz-agam-1_riboswitch	0	Cis-reg;riboswitch;
RF01788	drz-agam-2-2	drz-agam-2-2_riboswitch	0	Cis-reg;riboswitch;
RF01789	EBER1	Epstein-Barr_virus_EBER1	0	Gene;sRNA;
RF01790	htlv_FSE	ribosomal_frameshift_site	0	Cis-reg;
RF01791	F6	F6_TB_sRNA	0	Gene;sRNA;
RF01792	eiav_FSE	ribosomal_frameshift_site	0	Cis-reg;
RF01793	ffh	ffh_sRNA	0	Gene;sRNA;
RF01794	sok	sok_antitoxin	0	Gene;antisense;
RF01795	FourU	FourU_thermometer_RNA_element	0	Cis-reg;thermoregulator;
RF01796	frnS	Fumarate/nitrate_reductase_regulator_sRNA	0	Gene;sRNA;
RF01797	fstAT	Fst_antitoxin_sRNA	2	Gene;antisense;
RF01798	g2	G2	1	Gene;
RF01800	gadd7	growth_arrested_DNA-damage_inducible_gene_7	12	Gene;
RF01802	HSUR	Herpesvirus_saimiri_U_RNA1/RNA2	2	Gene;snRNA;
RF01803	GABA3	Editing_element_of_GABA-3_exon_9	1	Cis-reg;
RF01804	Lambda_thermo	Lambda_phage_CIII_thermoregulator_element	1	Cis-reg;thermoregulator;
RF01807	GIR1	GIR1_branching_ribozyme	5	Intron;
RF01808	MicX	MicX_Vibrio_cholerae_sRNA	4	Gene;sRNA;
RF01809	symR	SymR_antitoxin	2	Gene;antisense;
RF01810	pntA	pntA_sRNA	2	Gene;sRNA;
RF01811	PtaRNA1	Plasmid_transferred_anti-sense_RNA	2	Gene;antisense;
RF01812	Pxr	Pxr_regulatory_sRNA	3	Gene;sRNA;
RF01813	rdlD	rdlD_antitoxin	1	Gene;antisense;
RF01814	rhtB	rhtB_sRNA	1	Gene;sRNA;
RF01815	rpsB	rpsB_sRNA	2	Gene;sRNA;
RF01816	RsaA	RNA_Staph._aureus_A	3	Gene;sRNA;
RF01817	RsaB	RNA_Staph._aureus_A	3	Gene;sRNA;
RF01818	RsaC	RNA_Staph._aureus_C	10	Gene;sRNA;
RF01819	RsaD	RNA_Staph._aureus_D	4	Gene;sRNA;
RF01820	RsaE	RNA_Staph._aureus_E	3	Gene;sRNA;
RF01821	RsaH	RNA_Staph._aureus_H	4	Gene;sRNA;
RF01822	RsaJ	RNA_Staph._aureus_A	5	Gene;sRNA;
RF01823	rspL	rpsL_sRNA	2	Gene;sRNA;
RF01824	RUF20	RNA_of_unknown_function_20	9	Gene;
RF01825	RUF21	RNA_of_unknown_function_21	6	Gene;
RF01826	SAM_V	SAM-V_riboswitch	1	Cis-reg;riboswitch;
RF01827	SAR11_0636	SAR11_0636_sRNA	2	Gene;sRNA;
RF01828	SprD	Small_pathogenicity_island_RNA_D	4	Gene;sRNA;
RF01829	sR6	sR6_snoRNA	2	Gene;snRNA;snoRNA;CD-box;
RF01830	StyR-44	Salmonella_enterica_Typhi_npcRNA_44	2	Gene;
RF01831	THF	THF_riboswitch	2	Cis-reg;riboswitch;
RF01832	ROSE_2	Repression_of_heat_shock_gene_expression_(ROSE)_element	2	Cis-reg;thermoregulator;
RF01833	astro_FSE	ribosomal_frameshift_site	1	Cis-reg;
RF01834	fiv_FSE	ribosomal_frameshift_site	1	Cis-reg;
RF01835	HIV_FS2	ribosomal_frameshift_site	1	Cis-reg;
RF01836	weev_FSE	ribosomal_frameshift_site	1	Cis-reg;
RF01837	toga_FSE	togavirus_ribosomal_frameshift_element	1	Cis-reg;
RF01838	sobemo_FSE	sobemovirus_ribosomal_frameshift_elemental	1	Cis-reg;
RF01839	eeev_FSE	eastern_equine_encephalitis_ribosomal_frameshift_element	1	Cis-reg;
RF01840	ovine_lenti_FSE	ribosomal_frameshift_element	2	Cis-reg;
RF01841	veev_FSE	venezuelan_equine_encephalitis_virus_ribosomal_frameshift_element	1	Cis-reg;
RF01842	mycoplasma_FSE	mycoplasma_ribosomal_frameshift_element	1	Cis-reg;
RF01843	neisseria_FSE	neiserria_ribosomal_frameshift_element	1	Cis-reg;
RF01844	SmY	SmY_spliceosomal_RNA	2	Gene;snRNA;splicing;
RF01845	enod40	Early_nodulin_40	3	Gene;
RF01846	Fungi_U3	Fungal_small_nucleolar_RNA_U3	4	Gene;snRNA;snoRNA;CD-box;
RF01847	Plant_U3	Plant_small_nucleolar_RNA_U3	4	Gene;snRNA;snoRNA;CD-box;
RF01848	ACEA_U3	ACEA_small_nucleolar_RNA_U3	4	Gene;snRNA;snoRNA;CD-box;
RF01849	alpha_tmRNA	Alphaproteobacteria_transfer-messenger_RNA	3	Gene;
RF01850	beta_tmRNA	Betaproteobacteria_transfer-messenger_RNA	5	Gene;
RF01851	cyano_tmRNA	Cyanobacteria_transfer-messenger_RNA	7	Gene;
RF01852	tRNA-Sec	Selenocysteine_transfer_RNA	4	Gene;tRNA;
RF01853	mtDNA_ssA	Mitochondrial_DNA_control_region_secondary_structure_A	3	Gene;antisense;
RF01854	Bacteria_large_SRP	Bacterial_large_signal_recognition_particle_RNA	3	Gene;
RF01855	Plant_SRP	Plant_signal_recognition_particle_RNA	5	Gene;
RF01856	Protozoa_SRP	Protozoan_signal_recognition_particle_RNA	5	Gene;
RF01857	Archaea_SRP	Archaeal_signal_recognition_particle_RNA	4	Gene;
RF01858	RsaF	RNA_Staph._aureus_F	3	Gene;sRNA;
RF01859	Phe_leader	Phenylalanine_leader_peptide	3	Cis-reg;leader;
RF01860	Afu_455	A._fumigatus_snoRNA_Afu_455	1	Gene;snRNA;snoRNA;CD-box;
RF01861	TB9Cs1H1	Trypanosomatid_snoRNA_TB9Cs1H1	1	Gene;snRNA;snoRNA;HACA-box;
RF01862	TB10Cs4H2	Trypanosomatid_snoRNA_TB10Cs4H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01863	TB10Cs2H2	Trypanosomatid_snoRNA_TB10Cs2H2	1	Gene;snRNA;snoRNA;HACA-box;
RF01864	plasmodium_snoR21	small_nucleolar_RNA_snoR21	1	Gene;snRNA;snoRNA;CD-box;
RF01865	Vg1_ribozyme	Manganese_dependent_ribozyme_in_Vg1_mRNA	4	Gene;ribozyme;
RF01866	ceN33	C._elegans_snoRNA_ceN33	1	Gene;snRNA;snoRNA;CD-box;
RF01867	CC2171	caulobacter_sRNA_CC2171	4	Gene;sRNA;
RF01868	NAMA_1	MAP_kinase_and_growth_arrest_RNA_conserved_region_1	2	Gene;
RF01869	NAMA_2	MAP_kinase_and_growth_arrest_RNA_conserved_region_2	1	Gene;
RF01870	MEG3_1	Maternally_expressed_3_conserved_region_1	2	Gene;
RF01871	MALAT1	Metastasis_associated_lung_adenocarcinoma_transcript_1	1	Gene;
RF01872	MEG3_2	Maternally_expressed_3_conserved_region_2	3	Gene;
RF01873	PISRT1	Polled_intersex_syndrome_regulated_transcript_1	2	Gene;
RF01874	MIAT_exon1	Myocardial_infarction_associated_transcript_exon_1	1	Gene;
RF01875	MIAT_exon5_1	Myocardial_infarction_associated_transcript_exon_5_conserved_region_1	1	Gene;
RF01876	MIAT_exon5_2	Myocardial_infarction_associated_transcript_exon_5_conserved_region_2	1	Gene;
RF01877	MIAT_exon5_3	Myocardial_infarction_associated_transcript_exon_5_conserved_region_3	4	Gene;
RF01878	PRINS	PRINS_RNA	1	Gene;
RF01879	LOC285194	Non-coding_RNA_LOC285194	4	Gene;
RF01880	Xist_exon1	X-chromosome_inactivation_gene_exon_1	3	Gene;
RF01881	Xist_exon4	X-chromosome_inactivation_gene_exon_4	1	Gene;
RF01882	TUG1_1	Taurine_upregulated_gene_1_conserved_region_1	1	Gene;
RF01883	TUG1_2	Taurine_upregulated_gene_1_conserved_region_2	1	Gene;
RF01884	BC040587	Non-coding_RNA_BC040587	2	Gene;
RF01885	HSR-omega_1	Heat_shock_gene_hsromega_conserved_region_1	1	Gene;
RF01886	HSR-omega_2	Heat_shock_gene_hsromega_conserved_region_2	1	Gene;
RF01887	Evf1_1	Embryonic_ventral_forebrain_RNA_1_conserved_region_1	2	Gene;
RF01888	Evf1_2	Embryonic_ventral_forebrain_RNA_1_conserved_region_2	4	Gene;
RF01889	lincRNA-p21_1	LincRNA-p21_conserved_region_1	3	Gene;
RF01890	lincRNA-p21_2	LincRNA-p21_conserved_region_2	2	Gene;
RF01891	TUG1_3	Taurine_upregulated_gene_1_conserved_region_3	4	Gene;
RF01892	TUG1_4	Taurine_upregulated_gene_1_conserved_region_4	5	Gene;
RF01893	PCA3_1	Prostate_cancer_antigen_RNA_3_conserved_region_1	3	Gene;
RF01894	PCA3_2	Prostate_cancer_antigen_RNA_3_conserved_region_2	11	Gene;
RF01895	mir-193	microRNA_mir-193	1	Cis-reg;
RF01896	mir-142	microRNA_mir-142	1	Cis-reg;
RF01897	mir-188	microRNA_mir-188	1	Cis-reg;
RF01898	mir-363	microRNA_mir-363	1	Cis-reg;
RF01899	mir-2241	microRNA_mir-2241	1	Cis-reg;
RF01900	mir-2024	microRNA_mir-2024	1	Cis-reg;
RF01901	mir-284	microRNA_mir-284	2	Cis-reg;
RF01902	MIR439	microRNA_MIR439	1	Cis-reg;
RF01903	mir-500	microRNA_mir-500	1	Cis-reg;
RF01904	HOTAIR_1	HOTAIR_conserved_region_1	1	Gene;
RF01905	HOTAIR_2	HOTAIR_conserved_region_2	2	Gene;
RF01906	HOTAIR_3	HOTAIR_conserved_region_3	1	Gene;
RF01907	HOTAIR_4	HOTAIR_intron_conserved_region_4	3	Gene;
RF01908	HOTAIR_5	HOTAIR_intron_conserved_region_5	2	Gene;
RF01909	CDKN2B-AS	CDKN2B_antisense_RNA_1_intronic_convserved_region	2	Gene;
RF01910	mir-506	microRNA_mir-506	1	Cis-reg;
RF01911	MIR2118	microRNA_MIR2118	1	Cis-reg;
RF01912	mir-2807	microRNA_mir-2807	1	Cis-reg;
RF01913	mir-2778	microRNA_mir-2778	1	Cis-reg;
RF01914	mir-932	microRNA_mir-932	1	Cis-reg;
RF01915	mir-2238	microRNA_mir-2238	1	Cis-reg;
RF01916	mir-988	microRNA_mir-988	1	Cis-reg;
RF01917	MIR2587	microRNA_MIR2587	1	Cis-reg;
RF01918	mir-1249	microRNA_mir-1249	1	Cis-reg;
RF01919	mir-1419	microRNA_mir-1419	2	Cis-reg;
RF01920	mir-764	microRNA_mir-764	1	Cis-reg;
RF01921	mir-1296	microRNA_mir-1296	1	Cis-reg;
RF01922	mir-654	microRNA_mir-654	1	Cis-reg;
RF01923	mir-711	microRNA_mir-711	1	Cis-reg;
RF01924	mir-2774	microRNA_mir-2774	1	Cis-reg;
RF01925	MIR1428	microRNA_MIR1428	1	Cis-reg;
RF01926	mir-981	microRNA_mir-981	1	Cis-reg;
RF01927	MIR1222	microRNA_MIR1222	1	Cis-reg;
RF01928	Mico1	Maternal_intergenic_circadian_oscillating_RNA_1	3	Gene;
RF01929	bxd_1	Bithoraxoid_conserved_region_1	2	Gene;
RF01930	bxd_2	Bithoraxoid_conserved_region_2	1	Gene;
RF01931	bxd_3	Bithoraxoid_conserved_region_3	1	Gene;
RF01932	bxd_4	Bithoraxoid_conserved_region_4	2	Gene;
RF01933	bxd_5	Bithoraxoid_conserved_region_5	2	Gene;
RF01934	bxd_6	Bithoraxoid_conserved_region_6	2	Gene;
RF01935	bxd_7	Bithoraxoid_conserved_region_7	1	Gene;
RF01936	mir-63	microRNA_mir-63	1	Cis-reg;
RF01937	mir-2780	microRNA_mir-2780	1	Cis-reg;
RF01938	mir-1251	microRNA_mir-1251	1	Cis-reg;
RF01939	mir-761	microRNA_mir-761	1	Cis-reg;
RF01940	hvt-mir-H	microRNA_hvt-mir-H9	1	Cis-reg;
RF01941	MIR1223	microRNA_MIR1223	1	Cis-reg;
RF01942	mir-1937	microRNA_mir-1937	1	Cis-reg;
RF01943	mir-999	microRNA_mir-999	1	Cis-reg;
RF01944	mir-2518	microRNA_mir-2518	2	Cis-reg;
RF01945	mir-1388	microRNA_mir-1388	1	Cis-reg;
RF01946	KCNQ1OT1_1	KCNQ1_overlapping_transcript_1_conserved_region_1	8	Gene;
RF01947	KCNQ1OT1_2	KCNQ1_overlapping_transcript_1_conserved_region_2	4	Gene;
RF01948	KCNQ1OT1_3	KCNQ1_overlapping_transcript_1_conserved_region_3	2	Gene;
RF01949	KCNQ1OT1_4	KCNQ1_overlapping_transcript_1_conserved_region_4	3	Gene;
RF01950	KCNQ1OT1_5	KCNQ1_overlapping_transcript_1_conserved_region_5	4	Gene;
RF01951	SOX2OT_exon1	SOX2_overlapping_transcript_exon_1	5	Gene;
RF01952	SOX2OT_exon2	SOX2_overlapping_transcript_exon_2	2	Gene;
RF01953	SOX2OT_exon3	SOX2_overlapping_transcript_exon_3	4	Gene;
RF01954	SOX2OT_exon4	SOX2_overlapping_transcript_exon_4	4	Gene;
RF01955	NEAT1_1	Nuclear_enriched_abundant_transcript_1_conserved_region_1	3	Gene;
RF01956	NEAT1_2	Nuclear_enriched_abundant_transcript_1_conserved_region_2	4	Gene;
RF01957	NEAT1_3	Nuclear_enriched_abundant_transcript_1_conserved_region_3	3	Gene;
RF01958	EGOT	EGOT_conserved_intronic_region	7	Gene;
RF01959	SSU_rRNA_archaea	Archaeal_small_subunit_ribosomal_RNA	31	Gene;rRNA;
RF01960	SSU_rRNA_eukarya	Eukaryotic_small_subunit_ribosomal_RNA	31	Gene;rRNA;
RF01961	KCNQ1DN	KCNQ1_downstream_neighbour	1	Gene;
RF01962	RMST_1	Rhabdomyosarcoma_2_associated_transcript_conserved_region_1	2	Gene;
RF01963	RMST_2	Rhabdomyosarcoma_2_associated_transcript_conserved_region_2	3	Gene;
RF01964	RMST_3	Rhabdomyosarcoma_2_associated_transcript_conserved_region_3	1	Gene;
RF01965	RMST_4	Rhabdomyosarcoma_2_associated_transcript_conserved_region_4	2	Gene;
RF01966	RMST_5	Rhabdomyosarcoma_2_associated_transcript_conserved_region_5	3	Gene;
RF01967	RMST_6	Rhabdomyosarcoma_2_associated_transcript_conserved_region_6	4	Gene;
RF01968	RMST_7	Rhabdomyosarcoma_2_associated_transcript_conserved_region_7	7	Gene;
RF01969	RMST_8	Rhabdomyosarcoma_2_associated_transcript_conserved_region_8	3	Gene;
RF01970	RMST_9	Rhabdomyosarcoma_2_associated_transcript_conserved_region_9	5	Gene;
RF01971	RMST_10	Rhabdomyosarcoma_2_associated_transcript_conserved_region_10	3	Gene;
RF01972	H19_1	H19_conserved_region_1	1	Gene;
RF01973	H19_2	H19_conserved_region_2	1	Gene;
RF01974	H19_3	H19_conserved_region_3	2	Gene;
RF01975	HOTAIRM1_1	HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_1	3	Gene;
RF01976	HOTAIRM1_2	HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_2	4	Gene;
RF01977	HOTAIRM1_3	HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_3	1	Gene;
RF01978	HOTAIRM1_4	HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_4	2	Gene;
RF01979	HOTAIRM1_5	HOX_antisense_intergenic_RNA_myeloid_1_conserved_region_5	2	Gene;
RF01980	Nkx2-2as	Nkx2-2_antisense	7	Gene;
RF01981	PCGEM1	Prostate-specific_transcript_1	4	Gene;
RF01982	PYLIS_1	Pyrrolysine_insertion_sequence_1	1	Cis-reg;
RF01983	Pinc	Pregnancy_induced_noncoding_RNA	4	Gene;
RF01984	ZEB2_AS1_1	ZEB2_antisense_RNA_1_conserved_region_1	3	Gene;
RF01985	ZEB2_AS1_2	ZEB2_antisense_RNA_1_conserved_region_2	1	Gene;
RF01986	ZEB2_AS1_3	ZEB2_antisense_RNA_1_conserved_region_3	2	Gene;
RF01987	ZEB2_AS1_4	ZEB2_antisense_RNA_1_conserved_region_4	2	Gene;
RF01988	SECIS_2	Selenocysteine_insertion_sequence_2	1	Gene;
RF01989	SECIS_3	Selenocysteine_insertion_sequence_3	1	Gene;
RF01990	SECIS_4	Selenocysteine_insertion_sequence_4	1	Gene;
RF01991	SECIS_5	Selenocysteine_insertion_sequence_5	1	Gene;
RF01992	VIS1	Viral_integration_site_1	3	Gene;
RF01996	mir-995	microRNA_mir-995	1	Cis-reg;
RF01997	mir-969	microRNA_mir-969	1	Cis-reg;
RF01998	group-II-D1D4-1	Group_II_catalytic_intron_D1-D4-1	3	Intron;
RF01999	group-II-D1D4-2	Group_II_catalytic_intron_D1-D4-2	4	Intron;
RF02000	MIR1846	microRNA_MIR1846	1	Cis-reg;
RF02001	group-II-D1D4-3	Group_II_catalytic_intron_D1-D4-3	3	Intron;
RF02002	mir-720	microRNA_mir-720	1	Cis-reg;
RF02003	group-II-D1D4-4	Group_II_catalytic_intron_D1-D4-4	4	Intron;
RF02004	group-II-D1D4-5	Group_II_catalytic_intron_D1-D4-5	4	Intron;
RF02005	group-II-D1D4-6	Group_II_catalytic_intron_D1-D4-6	4	Intron;
RF02006	mir-1253	microRNA_mir-1253	1	Cis-reg;
RF02007	mir-1237	microRNA_mir-1237	1	Cis-reg;
RF02008	mir-621	microRNA_mir-621	1	Cis-reg;
RF02009	mir-987	microRNA_mir-987	1	Cis-reg;
RF02010	mir-3180	microRNA_mir-3180	2	Cis-reg;
RF02011	mir-575	microRNA_mir-575	1	Cis-reg;
RF02012	group-II-D1D4-7	Group_II_catalytic_intron_D1-D4-7	5	Intron;
